"Id","SalePrice"
1461,128567.784582599
1462,160798.444469198
1463,170447.383704319
1464,189685.924475177
1465,183498.083274468
1466,182163.428873374
1467,176681.312255456
1468,175125.901334747
1469,180586.620823368
1470,118744.093222364
1471,187762.545976265
1472,93416.6299427889
1473,101134.576650038
1474,152959.880889877
1475,138094.060062154
1476,358887.831763848
1477,252034.611922219
1478,309486.344318881
1479,264512.52851729
1480,498606.671002849
1481,350309.623165055
1482,208259.573206647
1483,168760.323121033
1484,165138.034399494
1485,168915.793479188
1486,195368.925921491
1487,301962.97397755
1488,237163.807294778
1489,204090.770745977
1490,202821.14051704
1491,187936.96580027
1492,118107.706849321
1493,172527.608282074
1494,290599.60547696
1495,310301.527351483
1496,247466.585740193
1497,202982.111817344
1498,154107.839618786
1499,153646.718609437
1500,167430.725117489
1501,173513.844776346
1502,147134.843205913
1503,284931.217946841
1504,222076.492990448
1505,245192.096389397
1506,180291.798672392
1507,241993.275559201
1508,209961.803521886
1509,172160.257006421
1510,149153.06188999
1511,141801.315766557
1512,158304.58176504
1513,134177.303930148
1514,166415.925791457
1515,190982.807019516
1516,154863.35158728
1517,155713.042816534
1518,131694.708270892
1519,207249.774781807
1520,134067.505490526
1521,140663.36045955
1522,167892.390378817
1523,124173.120733245
1524,132091.627204075
1525,132048.814238533
1526,123904.114492878
1527,111055.369107857
1528,135304.857251777
1529,140248.951657518
1530,172634.336455836
1531,101673.036531582
1532,105703.811224832
1533,139468.596583977
1534,116977.916320576
1535,164689.347300663
1536,118484.076894893
1537,72251.9499904058
1538,177362.510674014
1539,239405.620135202
1540,92352.1624781929
1541,154305.19132246
1542,151104.218900426
1543,207397.286365642
1544,92228.602587118
1545,107697.541852608
1546,133610.866465076
1547,139882.62631224
1548,149331.951213732
1549,112284.408373012
1550,154555.716971382
1551,124277.454420223
1552,112462.337037697
1553,143878.632168881
1554,106536.391686334
1555,184158.89888136
1556,119280.682790353
1557,122294.40962924
1558,95372.1071192167
1559,102916.86335577
1560,164019.433442249
1561,133598.025901362
1562,121234.822920933
1563,122130.438306078
1564,135401.729686364
1565,155019.0332527
1566,244955.069802865
1567,86449.8408670269
1568,233379.806454732
1569,133341.730175122
1570,124553.453421368
1571,131347.872167214
1572,143694.245881333
1573,220865.994927629
1574,100968.627856835
1575,178715.540693744
1576,209781.106447323
1577,180433.895663723
1578,148322.006627216
1579,138219.458345636
1580,191157.454152092
1581,138639.171319856
1582,131767.711402877
1583,303639.628762527
1584,225906.51437886
1585,140657.871161445
1586,78301.6222067914
1587,96576.768800839
1588,148684.423203333
1589,103134.406979188
1590,126766.72649978
1591,98479.7140613637
1592,133018.531211271
1593,120826.405006542
1594,145946.984394415
1595,121269.498850956
1596,247382.745729461
1597,160212.18862079
1598,182962.434072151
1599,205160.955166324
1600,197297.120649799
1601,53102.4028135679
1602,110638.585115089
1603,97263.4207059286
1604,283437.26769109
1605,233914.64685367
1606,172308.515834882
1607,138150.129516496
1608,189566.843663915
1609,172393.181068882
1610,158405.510731443
1611,141396.296711906
1612,140041.463122233
1613,163203.900221571
1614,122163.413654073
1615,80009.1148551844
1616,73856.9970514617
1617,86119.6294185958
1618,125752.084684982
1619,137411.982287779
1620,126222.764929279
1621,143732.610604271
1622,152752.590197547
1623,295894.489214941
1624,193370.11191748
1625,126437.94501017
1626,162534.010581358
1627,182970.498576864
1628,263437.469082578
1629,177984.593044742
1630,378180.144387706
1631,223034.947007521
1632,270265.875652715
1633,172368.060683712
1634,177925.293385728
1635,181758.810869201
1636,161801.927294
1637,186172.598354592
1638,201772.206299677
1639,190247.863044097
1640,246659.458888783
1641,176627.51069124
1642,254856.424712761
1643,218132.969829782
1644,218634.765151813
1645,173406.863017126
1646,158745.470148816
1647,144702.0400808
1648,133720.763110384
1649,131896.889461651
1650,116775.634032949
1651,120076.747709884
1652,90997.7983449839
1653,97824.5525783442
1654,147877.033685192
1655,159539.229043706
1656,146985.190972074
1657,147645.366094097
1658,147578.398064836
1659,147481.644394859
1660,155603.001503362
1661,501770.431464329
1662,352113.332493289
1663,358942.230644777
1664,511765.510969146
1665,314614.469639256
1666,379527.039231523
1667,371857.617382988
1668,328254.430976822
1669,310305.778709038
1670,318949.461751654
1671,277738.009656175
1672,506194.68277882
1673,306700.620352819
1674,268513.91356559
1675,201351.831928237
1676,202159.013431057
1677,218195.388241275
1678,492355.715967163
1679,456771.699486478
1680,307872.081777646
1681,266985.035188778
1682,318611.410542055
1683,184275.381697758
1684,174201.198527537
1685,172971.326229296
1686,162172.358372889
1687,170185.705275736
1688,189468.359929285
1689,194031.903717241
1690,182041.558988794
1691,173440.882688268
1692,248633.738821968
1693,170884.666260942
1694,179446.191539749
1695,168602.774264797
1696,260605.285328611
1697,169362.827945217
1698,368765.025681838
1699,304440.474122509
1700,252943.013605937
1701,266970.403847649
1702,245861.105335905
1703,243818.76076927
1704,322680.364813759
1705,231963.486321553
1706,457977.68277119
1707,207906.0575677
1708,209833.602127894
1709,266023.120562031
1710,218998.248947605
1711,235373.455293401
1712,241480.181013628
1713,281023.943274542
1714,244430.501778229
1715,213991.870828851
1716,176930.633860692
1717,162685.409418306
1718,132318.508178218
1719,214018.678134426
1720,255006.345934107
1721,166234.707669004
1722,118143.47954367
1723,156830.617190345
1724,191536.613015278
1725,234647.107971891
1726,180396.194484933
1727,162599.664071783
1728,176357.688093147
1729,159237.825747623
1730,172747.197999611
1731,118209.283805831
1732,134949.5717182
1733,121953.715556129
1734,128277.207200988
1735,130790.356146469
1736,121757.702718719
1737,383416.838762268
1738,225737.407981499
1739,292845.032603606
1740,207327.706883772
1741,191849.698362037
1742,171463.592450186
1743,176802.986057266
1744,325320.208787932
1745,239248.09209834
1746,274732.092677697
1747,212587.115690961
1748,217340.970962986
1749,155110.89429514
1750,157358.974744751
1751,233666.080478921
1752,122867.907639488
1753,129818.624380454
1754,201393.107584967
1755,161695.446352734
1756,128798.863880291
1757,125706.967641964
1758,141860.035862907
1759,169794.828277751
1760,156748.58543466
1761,146708.6713631
1762,167849.214085802
1763,172266.290507182
1764,118091.052378639
1765,171765.494681045
1766,157589.476950153
1767,196613.249167337
1768,151484.56464304
1769,171393.532688602
1770,142246.191296472
1771,136856.920403703
1772,145483.496678337
1773,147236.102983817
1774,124857.066907062
1775,138836.965210094
1776,128671.547073349
1777,121168.050228103
1778,133677.692985668
1779,114744.416518434
1780,167188.337245598
1781,141514.447642072
1782,86975.1888188265
1783,136551.087985649
1784,97478.4388471983
1785,127128.213128819
1786,152214.606355085
1787,164247.121517792
1788,50013.4261869333
1789,103147.810756817
1790,73015.1904641531
1791,151281.704146101
1792,151561.090105429
1793,139524.322148307
1794,151260.239533796
1795,141499.199070915
1796,139150.197584613
1797,148442.899920895
1798,119943.488358482
1799,124036.788631573
1800,126838.591096862
1801,136315.947844043
1802,150063.420107498
1803,142638.411652549
1804,142760.902045383
1805,132249.324158653
1806,115026.253976359
1807,147943.828869566
1808,119360.486897125
1809,137523.519644394
1810,126682.667192592
1811,108412.884134903
1812,111138.185083046
1813,117369.63411726
1814,104354.452997341
1815,59814.8306707285
1816,96659.4216405294
1817,118799.547786846
1818,144698.036759033
1819,117855.607177272
1820,65457.1051834963
1821,112091.304850116
1822,141643.411220684
1823,46649.9802976988
1824,158680.91492246
1825,145562.245865955
1826,106263.683867916
1827,110362.717791542
1828,149714.607853397
1829,124601.835145905
1830,137593.221902027
1831,144607.061172619
1832,94869.4931735836
1833,149026.816991939
1834,115746.475190058
1835,123845.012193217
1836,124286.910648241
1837,93664.1114043139
1838,134589.583095684
1839,86556.4499195955
1840,162029.371807679
1841,146871.668006762
1842,72184.593482121
1843,143835.883740767
1844,141314.140933498
1845,135804.585067495
1846,152633.512394174
1847,186487.989004119
1848,61992.8605036579
1849,103263.69576083
1850,127760.954076394
1851,151850.285065427
1852,128747.897667035
1853,136388.327065333
1854,166700.889743312
1855,158645.028589471
1856,212613.179376348
1857,187087.987090721
1858,140680.030048832
1859,120703.063457593
1860,159879.578271135
1861,120103.52178429
1862,283145.045835837
1863,283007.626356467
1864,283007.626356467
1865,322153.880793288
1866,329082.908714964
1867,236755.750949814
1868,290474.371277078
1869,199844.32217811
1870,252115.573655679
1871,249702.752869799
1872,168667.649328432
1873,242625.52881439
1874,139709.15061511
1875,197854.815204724
1876,196334.310776367
1877,209167.674486979
1878,216309.755643948
1879,126658.571326002
1880,137108.755406513
1881,240892.523144915
1882,240663.688000514
1883,195662.733047708
1884,209753.269748978
1885,264959.20609866
1886,295377.717934652
1887,197604.969369277
1888,276731.296171411
1889,168297.171224616
1890,137576.45697306
1891,144660.788190707
1892,104564.208035096
1893,133176.224908932
1894,125263.219917699
1895,141825.338672503
1896,118604.5949658
1897,112207.759828701
1898,102149.995236292
1899,163202.212715521
1900,160642.493032112
1901,172144.476156755
1902,146633.328840389
1903,224446.328976615
1904,157017.601905867
1905,201395.67213346
1906,163046.778875872
1907,218168.186631902
1908,107645.814933761
1909,130391.951184019
1910,118100.548756345
1911,190151.2609023
1912,284674.990225359
1913,150581.551051363
1914,56220.0306526564
1915,343864.834846868
1916,60157.6387802504
1917,243902.97506307
1918,141479.85075806
1919,168893.658741786
1920,144112.258379086
1921,417757.410726293
1922,340231.191532328
1923,214926.953387871
1924,223555.759027465
1925,222325.109921529
1926,395957.292725786
1927,139846.410095348
1928,154531.639012559
1929,130746.77953352
1930,132486.224872335
1931,141026.251739963
1932,140789.791019901
1933,185379.096256002
1934,180130.930837616
1935,180409.027768596
1936,185981.937047943
1937,181460.19346474
1938,166175.290815815
1939,254882.910124167
1940,182446.243845089
1941,176558.619430526
1942,182885.10949324
1943,194206.620735272
1944,313910.523772343
1945,432748.017743423
1946,187764.93715845
1947,367358.653288229
1948,192681.14064072
1949,230693.12135221
1950,167734.259493127
1951,246505.502473577
1952,212234.874897673
1953,167674.364677205
1954,178845.103205933
1955,144578.774170651
1956,287343.431003555
1957,174446.733881726
1958,291681.940405264
1959,143023.549931034
1960,122051.990886196
1961,118414.534468635
1962,95058.9635986231
1963,105397.118452682
1964,110807.901041879
1965,142118.895038827
1966,160193.842830404
1967,302951.830547287
1968,460509.289119705
1969,402512.218079879
1970,464222.402702375
1971,450492.121042713
1972,373801.051734402
1973,262996.407744958
1974,307634.760506972
1975,516327.810727581
1976,296368.510536059
1977,324296.134202494
1978,372376.465644195
1979,307532.00778754
1980,198709.650031551
1981,298106.064908966
1982,234587.33519481
1983,219011.325202449
1984,166214.730974182
